Peak #,Ret. Time,Letter,Type,Width,Area,Start Time,End Time,Sample Number,Treatment,File Name,Leaf Area,Compound Name,Tetralin Corrected,Leaf Area Corrected,Plant Volume,Water Status,Average 48 Hour Temp,Max 48 Hour Temp,Average 48 Hour Humidity,,Site,Date
5,19.183,,PB  ,0.019,6110475,19.149,19.247,85,High,TIC: 0218201411.D,29.58,,0.083318933,0.002816732,3264,10.5,81.75,110.79,,,FarmWash,7/28/12
6,22.699,,BV  ,0.017,2745136,22.641,22.756,85,High,TIC: 0218201411.D,29.58,,0.0374311,0.001265419,3264,10.5,81.75,110.79,,,FarmWash,7/28/12
1,17.34,,rBV,0.206,3959560,17.279,17.485,67,High,TIC: 0626201311.D,27,Tetralin,1,0.037037037,47520,18.5,82.39,105.06,,,Ace,7/25/12
2,22.7,,rVB,0.097,121412,22.675,22.773,67,High,TIC: 0626201311.D,27,,0.030663003,0.001135667,47520,18.5,82.39,105.06,,,Ace,7/25/12
1,11.09,,rBV,0.126,148280,11.02,11.146,70,Control,TIC: 0626201312.D,24.96,,0.035561448,0.001424737,69120,19,82.39,105.06,,,Ace,7/25/12
2,12.39,,rVB,0.189,159072,12.307,12.496,70,Control,TIC: 0626201312.D,24.96,,0.038149654,0.001528432,69120,19,82.39,105.06,,,Ace,7/25/12
3,12.66,,rBV,0.126,233903,12.57,12.696,70,Control,TIC: 0626201312.D,24.96,,0.056096097,0.00224744,69120,19,82.39,105.06,,,Ace,7/25/12
4,13.25,,rBV,0.16,404713,13.171,13.331,70,Control,TIC: 0626201312.D,24.96,,0.097060832,0.003888655,69120,19,82.39,105.06,,,Ace,7/25/12
5,13.47,,rBV,0.12,1418591,13.411,13.532,70,Control,TIC: 0626201312.D,24.96,,0.34021547,0.013630427,69120,19,82.39,105.06,,,Ace,7/25/12
6,13.58,,rVV,0.126,540590,13.532,13.658,70,Control,TIC: 0626201312.D,24.96,,0.129647714,0.005194219,69120,19,82.39,105.06,,,Ace,7/25/12
7,14.21,,rBV,0.114,556381,14.144,14.258,70,Control,TIC: 0626201312.D,24.96,,0.133434812,0.005345946,69120,19,82.39,105.06,,,Ace,7/25/12
8,14.61,,rVB,0.086,362205,14.567,14.653,70,Control,TIC: 0626201312.D,24.96,,0.086866295,0.00348022,69120,19,82.39,105.06,,,Ace,7/25/12
9,14.95,,rBV,0.166,278357,14.831,14.996,70,Control,TIC: 0626201312.D,24.96,,0.066757337,0.002674573,69120,19,82.39,105.06,,,Ace,7/25/12
10,15.05,,rBV,0.126,175615,14.996,15.122,70,Control,TIC: 0626201312.D,24.96,,0.0421171,0.001687384,69120,19,82.39,105.06,,,Ace,7/25/12
11,16.01,,rVB,0.172,185115,15.941,16.112,70,Control,TIC: 0626201312.D,24.96,,0.044395451,0.001778664,69120,19,82.39,105.06,,,Ace,7/25/12
12,17.35,,rBV,0.086,4169684,17.297,17.383,70,Control,TIC: 0626201312.D,24.96,Tetralin,1,0.040064103,69120,19,82.39,105.06,,,Ace,7/25/12
13,18.06,,rVB,0.063,125182,18.023,18.086,70,Control,TIC: 0626201312.D,24.96,,0.030021939,0.001202802,69120,19,82.39,105.06,,,Ace,7/25/12
14,18.49,,rBV,0.034,155752,18.475,18.51,70,Control,TIC: 0626201312.D,24.96,,0.03735343,0.001496532,69120,19,82.39,105.06,,,Ace,7/25/12
15,18.66,,rBV,0.103,242822,18.578,18.681,70,Control,TIC: 0626201312.D,24.96,,0.058235108,0.002333137,69120,19,82.39,105.06,,,Ace,7/25/12
16,18.72,,rBV,0.074,248317,18.681,18.756,70,Control,TIC: 0626201312.D,24.96,,0.059552954,0.002385936,69120,19,82.39,105.06,,,Ace,7/25/12
17,18.95,,rBV,0.08,309426,18.905,18.985,70,Control,TIC: 0626201312.D,24.96,,0.074208501,0.002973097,69120,19,82.39,105.06,,,Ace,7/25/12
18,20.27,,rBV,0.057,162811,20.243,20.301,70,Control,TIC: 0626201312.D,24.96,,0.039046364,0.001564358,69120,19,82.39,105.06,,,Ace,7/25/12
19,20.5,,rVV,0.052,548075,20.478,20.53,70,Control,TIC: 0626201312.D,24.96,,0.131442814,0.005266138,69120,19,82.39,105.06,,,Ace,7/25/12
20,20.56,,rVB,0.109,1088924,20.53,20.638,70,Control,TIC: 0626201312.D,24.96,,0.261152644,0.010462846,69120,19,82.39,105.06,,,Ace,7/25/12
21,21.63,,rBV,0.074,259858,21.594,21.668,70,Control,TIC: 0626201312.D,24.96,,0.06232079,0.002496827,69120,19,82.39,105.06,,,Ace,7/25/12
22,24.78,,rBV,0.114,1028140,24.752,24.867,70,Control,TIC: 0626201312.D,24.96,,0.24657504,0.009878808,69120,19,82.39,105.06,,,Ace,7/25/12
1,17.34,,rBV,0.097,3901387,17.285,17.382,69,High,TIC: 0626201314.D,13.95,Tetralin,1,0.071684588,47520,18.5,82.39,105.06,,,Ace,7/25/12
2,18.66,,rBV,0.069,123244,18.624,18.693,69,High,TIC: 0626201314.D,13.95,,0.031589791,0.002264501,47520,18.5,82.39,105.06,,,Ace,7/25/12
3,18.72,,rVB,0.132,222559,18.693,18.824,69,High,TIC: 0626201314.D,13.95,,0.057046122,0.004089328,47520,18.5,82.39,105.06,,,Ace,7/25/12
4,18.95,,rBV,0.126,250884,18.91,19.036,69,High,TIC: 0626201314.D,13.95,,0.064306361,0.004609775,47520,18.5,82.39,105.06,,,Ace,7/25/12
5,21.01,,rVB,0.086,132849,20.993,21.079,69,High,TIC: 0626201314.D,13.95,,0.034051736,0.002440985,47520,18.5,82.39,105.06,,,Ace,7/25/12
6,22.09,,rBV,0.103,1172208,22.057,22.16,69,High,TIC: 0626201314.D,13.95,,0.300459298,0.021538301,47520,18.5,82.39,105.06,,,Ace,7/25/12
7,22.39,,rBV,0.092,261690,22.361,22.452,69,High,TIC: 0626201314.D,13.95,,0.067076145,0.004808326,47520,18.5,82.39,105.06,,,Ace,7/25/12
8,22.48,,rVB,0.114,1997033,22.452,22.567,69,High,TIC: 0626201314.D,13.95,,0.511877699,0.036693742,47520,18.5,82.39,105.06,,,Ace,7/25/12
9,23.1,,rBV,0.086,155041,23.076,23.162,69,High,TIC: 0626201314.D,13.95,,0.039739969,0.002848743,47520,18.5,82.39,105.06,,,Ace,7/25/12
1,14.04,,rBV,0.137,164855,13.978,14.115,72,Control,TIC: 0626201315.D,25.2,,0.03594255,0.001426292,69120,19,82.39,105.06,,,Ace,7/25/12
2,14.32,,rBV,0.132,201478,14.253,14.384,72,Control,TIC: 0626201315.D,25.2,,0.043927289,0.001743146,69120,19,82.39,105.06,,,Ace,7/25/12
3,17.35,,rBV,0.086,4586625,17.297,17.383,72,Control,TIC: 0626201315.D,25.2,Tetralin,1,0.03968254,69120,19,82.39,105.06,,,Ace,7/25/12
4,18.72,,rVB,0.12,144594,18.693,18.813,72,Control,TIC: 0626201315.D,25.2,,0.031525141,0.001250998,69120,19,82.39,105.06,,,Ace,7/25/12
5,18.95,,rBV,0.08,152602,18.91,18.99,72,Control,TIC: 0626201315.D,25.2,,0.033271087,0.001320281,69120,19,82.39,105.06,,,Ace,7/25/12
6,22.48,,rBV,0.063,348542,22.458,22.521,72,Control,TIC: 0626201315.D,25.2,,0.075990952,0.003015514,69120,19,82.39,105.06,,,Ace,7/25/12
1,17.35,,rBV,0.143,5204521,17.245,17.388,116,High,TIC: 0621201310.D,59.34,Tetralin,,0,17316,20.5,82.83,114.73,,,Patriot,8/2/12
1,17.35,,rBV,0.126,4485370,17.262,17.388,120,Control,TIC: 0621201312.D,22.8,Tetralin,1,0.043859649,28500,22,82.83,114.73,,,Patriot,8/2/12
2,18.95,,rBV,0.08,134814,18.91,18.99,120,Control,TIC: 0621201312.D,22.8,,0.030056383,0.001318262,28500,22,82.83,114.73,,,Patriot,8/2/12
3,21.01,,rBV,0.114,310409,20.959,21.073,120,Control,TIC: 0621201312.D,22.8,,0.06920477,0.003035297,28500,22,82.83,114.73,,,Patriot,8/2/12
4,22.48,,rBV,0.114,307011,22.452,22.567,120,Control,TIC: 0621201312.D,22.8,,0.068447196,0.00300207,28500,22,82.83,114.73,,,Patriot,8/2/12
1,17.34,,rBV,0.132,4655190,17.256,17.388,115,High,TIC: 0621201313.D,23.01,Tetralin,1,0.043459365,17316,20.5,82.83,114.73,,,Patriot,8/2/12
2,18.95,,rBV,0.132,160823,18.922,19.053,115,High,TIC: 0621201313.D,23.01,,0.034547032,0.001501392,17316,20.5,82.83,114.73,,,Patriot,8/2/12
1,17.35,,rBV,0.097,3824925,17.285,17.383,117,High,TIC: 0621201315.D,23.92,Tetralin,1,0.04180602,17316,20.5,82.83,114.73,,,Patriot,8/2/12
2,18.66,,rBV,0.08,120979,18.619,18.699,117,High,TIC: 0621201315.D,23.92,,0.031629117,0.001322287,17316,20.5,82.83,114.73,,,Patriot,8/2/12
3,18.72,,rVB,0.12,192820,18.699,18.819,117,High,TIC: 0621201315.D,23.92,,0.050411446,0.002107502,17316,20.5,82.83,114.73,,,Patriot,8/2/12
4,18.95,,rBV,0.086,211209,18.899,18.985,117,High,TIC: 0621201315.D,23.92,,0.055219122,0.002308492,17316,20.5,82.83,114.73,,,Patriot,8/2/12
5,21.02,,rVB,0.08,361505,20.993,21.073,117,High,TIC: 0621201315.D,23.92,,0.094512964,0.003951211,17316,20.5,82.83,114.73,,,Patriot,8/2/12
6,22.09,,rBV,0.103,483538,22.063,22.166,117,High,TIC: 0621201315.D,23.92,,0.126417642,0.005285018,17316,20.5,82.83,114.73,,,Patriot,8/2/12
7,22.3,,rBV,0.097,3273051,22.269,22.366,117,High,TIC: 0621201315.D,23.92,,0.855716387,0.035774096,17316,20.5,82.83,114.73,,,Patriot,8/2/12
8,22.49,,rBV,0.114,1011337,22.458,22.572,117,High,TIC: 0621201315.D,23.92,,0.264407015,0.011053805,17316,20.5,82.83,114.73,,,Patriot,8/2/12
9,23.1,,rBV,0.109,259620,23.07,23.179,117,High,TIC: 0621201315.D,23.92,,0.067875841,0.002837619,17316,20.5,82.83,115.034,,,Patriot,8/2/12
1,17.34,,rBV,0.126,4509329,17.262,17.388,110,Low,TIC: 0621201311.D,35.28,Tetralin,1,0.028344671,19548,13,83.01,115.034,47.19,,Highway80_1,8/2/12
2,21.01,,rVB,0.092,189359,20.993,21.085,110,Low,TIC: 0621201311.D,35.28,,0.041992722,0.00119027,19548,13,83.01,115.034,47.19,,Highway80_1,8/2/12
3,22.09,,rBV,0.074,162968,22.057,22.132,110,Low,TIC: 0621201311.D,35.28,,0.036140188,0.001024382,19548,13,83.01,115.034,47.19,,Highway80_1,8/2/12
4,22.3,,rBV,0.097,1024799,22.263,22.361,110,Low,TIC: 0621201311.D,35.28,,0.227261972,0.006441666,19548,13,83.01,115.034,47.19,,Highway80_1,8/2/12
5,22.48,,rBV,0.114,423490,22.458,22.572,110,Low,TIC: 0621201311.D,35.28,,0.093914194,0.002661967,19548,13,83.01,115.034,47.19,,Highway80_1,8/2/12
1,12.66,,rBV,0.109,121735,12.588,12.696,111,Low,TIC: 0621201314.D,40.94,,0.036654792,0.00089533,19584,13,83.01,115.034,47.193,,Highway80_1,8/2/12
2,13.25,,rBV,0.149,234031,13.188,13.337,111,Low,TIC: 0621201314.D,40.94,,0.070467472,0.001721238,19584,13,83.01,115.034,47.193,,Highway80_1,8/2/12
3,13.47,,rBV,0.132,954551,13.411,13.543,111,Low,TIC: 0621201314.D,40.94,,0.287418314,0.007020477,19584,13,83.01,115.034,47.193,,Highway80_1,8/2/12
4,13.58,,rVB,0.114,362854,13.543,13.658,111,Low,TIC: 0621201314.D,40.94,,0.109256483,0.002668698,19584,13,83.01,115.034,47.193,,Highway80_1,8/2/12
5,14.21,,rBV,0.12,330559,14.138,14.258,111,Low,TIC: 0621201314.D,40.94,,0.099532357,0.002431176,19584,13,83.01,115.034,47.193,,Highway80_1,8/2/12
6,14.61,,rVB,0.086,212787,14.567,14.653,111,Low,TIC: 0621201314.D,40.94,,0.064070836,0.001564994,19584,13,83.01,115.034,47.193,,Highway80_1,8/2/12
7,14.95,,rBV,0.132,162187,14.859,14.991,111,Low,TIC: 0621201314.D,40.94,,0.048835017,0.001192844,19584,13,83.01,115.034,47.193,,Highway80_1,8/2/12
8,17.34,,rBV,0.092,3321121,17.291,17.383,111,Low,TIC: 0621201314.D,40.94,Tetralin,1,0.024425989,19584,13,83.01,115.034,47.193,,Highway80_1,8/2/12
9,18.66,,rBV,0.103,155944,18.584,18.687,111,Low,TIC: 0621201314.D,40.94,,0.04695523,0.001146928,19584,13,83.01,115.034,47.193,,Highway80_1,8/2/12
10,18.72,,rVB,0.063,146241,18.693,18.756,111,Low,TIC: 0621201314.D,40.94,,0.044033626,0.001075565,19584,13,83.01,115.034,47.193,,Highway80_1,8/2/12
11,18.95,,rBV,0.08,225727,18.905,18.985,111,Low,TIC: 0621201314.D,40.94,,0.067967111,0.001660164,19584,13,83.01,115.034,47.193,,Highway80_1,8/2/12
12,19.01,,rVB,0.063,131134,18.985,19.048,111,Low,TIC: 0621201314.D,40.94,,0.039484861,0.000964457,19584,13,83.01,115.034,47.193,,Highway80_1,8/2/12
13,20.5,,rVB,0.052,413687,20.478,20.53,111,Low,TIC: 0621201314.D,40.94,,0.124562459,0.003042561,19584,13,83.01,115.034,47.193,,Highway80_1,8/2/12
14,21.64,,rVB,0.109,167659,21.605,21.714,111,Low,TIC: 0621201314.D,40.94,,0.050482653,0.001233089,19584,13,83.01,115.034,47.193,,Highway80_1,8/2/12
15,22.3,,rBV,0.074,120913,22.275,22.349,111,Low,TIC: 0621201314.D,40.94,,0.036407285,0.000889284,19584,13,83.01,115.034,47.193,,Highway80_1,8/2/12
16,24.78,,rBV,0.12,395630,24.747,24.867,111,Low,TIC: 0621201314.D,40.94,,0.11912544,0.002909757,19584,13,83.01,115.034,47.193,,Highway80_1,8/2/12
1,13.25,,rBV,0.16,261891,13.171,13.331,114,Control,TIC: 0621201316.D,46.17,,0.064789111,0.001403273,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
2,13.47,,rBV,0.126,722561,13.417,13.543,114,Control,TIC: 0621201316.D,46.17,,0.178754082,0.00387165,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
3,13.58,,rVB,0.12,387405,13.543,13.663,114,Control,TIC: 0621201316.D,46.17,,0.095839971,0.002075806,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
4,14.22,,rBV,0.114,375065,14.144,14.258,114,Control,TIC: 0621201316.D,46.17,,0.092787183,0.002009686,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
5,14.61,,rVB,0.092,246753,14.567,14.659,114,Control,TIC: 0621201316.D,46.17,,0.061044128,0.00132216,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
6,14.95,,rBV,0.126,183177,14.87,14.996,114,Control,TIC: 0621201316.D,46.17,,0.045316086,0.000981505,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
7,16.02,,rBV,0.149,172297,15.94,16.089,114,Control,TIC: 0621201316.D,46.17,,0.042624487,0.000923207,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
8,17.34,,rBV,0.092,4042207,17.291,17.382,114,Control,TIC: 0621201316.D,46.17,Tetralin,1,0.021659086,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
9,17.85,,rVB,0.12,134139,17.817,17.937,114,Control,TIC: 0621201316.D,46.17,,0.033184594,0.000718748,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
10,18.53,,rVB,0.074,135543,18.51,18.584,114,Control,TIC: 0621201316.D,46.17,,0.033531929,0.000726271,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
11,18.66,,rBV,0.103,389035,18.584,18.687,114,Control,TIC: 0621201316.D,46.17,,0.096243216,0.00208454,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
12,18.72,,rBV,0.052,226170,18.693,18.744,114,Control,TIC: 0621201316.D,46.17,,0.055952107,0.001211872,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
13,18.94,,rBV,0.074,401197,18.904,18.979,114,Control,TIC: 0621201316.D,46.17,,0.099251968,0.002149707,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
14,19.01,,rVV,0.069,280240,18.979,19.047,114,Control,TIC: 0621201316.D,46.17,,0.069328463,0.001501591,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
15,19.08,,rVB,0.092,171866,19.047,19.139,114,Control,TIC: 0621201316.D,46.17,,0.042517862,0.000920898,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
16,19.25,,rVB,0.12,146108,19.208,19.328,114,Control,TIC: 0621201316.D,46.17,,0.036145601,0.000782881,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
17,19.87,,rBV,0.057,143652,19.843,19.9,114,Control,TIC: 0621201316.D,46.17,,0.035538012,0.000769721,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
18,20.27,,rBV,0.063,180669,20.243,20.306,114,Control,TIC: 0621201316.D,46.17,,0.044695633,0.000968067,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
19,20.46,,rVB,0.057,247913,20.426,20.484,114,Control,TIC: 0621201316.D,46.17,,0.0613311,0.001328376,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
20,20.5,,rBV,0.046,719678,20.484,20.529,114,Control,TIC: 0621201316.D,46.17,,0.178040857,0.003856202,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
21,20.67,,rBV,0.04,126106,20.644,20.684,114,Control,TIC: 0621201316.D,46.17,,0.031197314,0.000675705,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
22,21.02,,rBV,0.034,241474,20.993,21.027,114,Control,TIC: 0621201316.D,46.17,,0.059738158,0.001293874,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
23,21.54,,rVB,0.063,262388,21.525,21.588,114,Control,TIC: 0621201316.D,46.17,,0.064912064,0.001405936,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
24,21.64,,rBV,0.074,854733,21.588,21.662,114,Control,TIC: 0621201316.D,46.17,,0.211452061,0.004579858,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
25,22.09,,rBV,0.063,382511,22.063,22.126,114,Control,TIC: 0621201316.D,46.17,,0.094629246,0.002049583,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
26,22.3,,rVB,0.074,2165638,22.275,22.349,114,Control,TIC: 0621201316.D,46.17,,0.535756333,0.011603992,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
27,22.49,,rBV,0.057,929081,22.458,22.515,114,Control,TIC: 0621201316.D,46.17,,0.229844983,0.004978232,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
28,23.1,,rBV,0.103,240834,23.07,23.173,114,Control,TIC: 0621201316.D,46.17,,0.059579829,0.001290445,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
29,24.78,,rBV,0.132,2674987,24.747,24.878,114,Control,TIC: 0621201316.D,46.17,,0.661763982,0.014333203,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
1,13.25,,rBV,0.143,167541,13.188,13.331,112,Control,TIC: 0621201317.D,53.46,,0.041998899,0.000785614,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
2,13.47,,rBV,0.132,675773,13.417,13.549,112,Control,TIC: 0621201317.D,53.46,,0.169401651,0.003168755,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
3,13.58,,rVB,0.12,283192,13.549,13.669,112,Control,TIC: 0621201317.D,53.46,,0.070990099,0.001327911,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
4,14.21,,rBV,0.109,251384,14.15,14.258,112,Control,TIC: 0621201317.D,53.46,,0.063016523,0.00117876,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
5,14.61,,rVB,0.08,155059,14.573,14.653,112,Control,TIC: 0621201317.D,53.46,,0.038869932,0.000727084,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
6,17.35,,rBV,0.086,3989176,17.297,17.383,112,Control,TIC: 0621201317.D,53.46,Tetralin,1,0.018705574,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
7,18.66,,rBV,0.109,152385,18.584,18.693,112,Control,TIC: 0621201317.D,53.46,,0.038199618,0.000714546,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
8,18.72,,rVB,0.063,170179,18.693,18.756,112,Control,TIC: 0621201317.D,53.46,,0.042660188,0.000797983,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
9,18.95,,rBV,0.086,252480,18.899,18.985,112,Control,TIC: 0621201317.D,53.46,,0.063291266,0.001183899,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
10,20.5,,rVB,0.052,242681,20.484,20.535,112,Control,TIC: 0621201317.D,53.46,,0.060834869,0.001137951,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
11,24.78,,rBV,0.114,220660,24.752,24.867,112,Control,TIC: 0621201317.D,53.46,,0.055314682,0.001034693,15540,16.75,83.01,115.034,47.193,,Highway80_1,8/2/12
1,16.584,,BB  ,0.031,2544947,16.488,16.654,113,Control,TIC: 0218201410.D,34.2,,0.03856732,0.001127699,15540,,83.01,115.034,47.193,,Highway80_1,8/2/12
2,17.727,,BV  ,0.028,65987136,17.627,17.803,113,Control,TIC: 0218201410.D,34.2,Tetralin,1,0.029239766,15540,,83.01,115.034,47.193,,Highway80_1,8/2/12
3,18.329,,PB  ,0.02,2097294,18.289,18.375,113,Control,TIC: 0218201410.D,34.2,,0.031783377,0.000929338,15540,,83.01,115.034,47.193,,Highway80_1,8/2/12
4,18.807,,BV  ,0.022,1356411,18.737,18.84,113,Control,TIC: 0218201410.D,34.2,,0.020555688,0.000601044,15540,,83.01,115.034,47.193,,Highway80_1,8/2/12
5,18.901,,VV  ,0.025,2909904,18.878,18.953,113,Control,TIC: 0218201410.D,34.2,,0.04409805,0.001289417,15540,,83.01,115.034,47.193,,Highway80_1,8/2/12
6,18.994,,VB  ,0.023,3954419,18.953,19.085,113,Control,TIC: 0218201410.D,34.2,,0.05992712,0.001752255,15540,,83.01,115.034,47.193,,Highway80_1,8/2/12
7,19.183,,BB  ,0.02,3985969,19.143,19.267,113,Control,TIC: 0218201410.D,34.2,,0.060405243,0.001766235,15540,,83.01,115.034,47.193,,Highway80_1,8/2/12
8,21.274,,VV  ,0.018,2050830,21.246,21.3,113,Control,TIC: 0218201410.D,34.2,,0.031079239,0.00090875,15540,,83.01,115.034,47.193,,Highway80_1,8/2/12
9,22.304,,BV  ,0.016,15942429,22.184,22.374,113,Control,TIC: 0218201410.D,34.2,,0.241599044,0.0070643,15540,,83.01,115.034,47.193,,Highway80_1,8/2/12
10,22.54,,BV  ,0.016,33256554,22.46,22.577,113,Control,TIC: 0218201410.D,34.2,,0.503985413,0.014736416,15540,,83.01,115.034,47.193,,Highway80_1,8/2/12
11,22.604,,VV  ,0.016,3503502,22.577,22.665,113,Control,TIC: 0218201410.D,34.2,,0.053093712,0.001552448,15540,,83.01,115.034,47.193,,Highway80_1,8/2/12
12,22.699,,PV  ,0.017,31383908,22.665,22.799,113,Control,TIC: 0218201410.D,34.2,,0.475606458,0.013906622,15540,,83.01,115.034,47.193,,Highway80_1,8/2/12
13,23.314,,BB  ,0.019,11100960,23.232,23.447,113,Control,TIC: 0218201410.D,34.2,,0.168229153,0.004918981,15540,,83.01,115.034,47.193,,Highway80_1,8/2/12
1,14.09,,rBV,0.16,16749232,13.984,14.144,7,High,TIC: 122006.D,21.45,,2.435364923,0.113536826,27676,17,83.3,111.497,47.33,,LizardWash,7/15/12
2,14.38,,rBV,0.217,18938771,14.264,14.481,7,High,TIC: 122006.D,21.45,,2.75372737,0.128378898,27676,17,83.3,111.497,47.33,,LizardWash,7/15/12
3,15.25,,rVB,0.137,1205691,15.191,15.328,7,High,TIC: 122006.D,21.45,,0.175309385,0.008172932,27676,17,83.3,111.497,47.33,,LizardWash,7/15/12
4,17.35,,rBV,0.126,6877504,17.302,17.428,7,High,TIC: 122006.D,21.45,Tetralin,1,0.046620047,27676,17,83.3,111.497,47.33,,LizardWash,7/15/12
5,17.86,,rBV,0.074,1215927,17.829,17.903,7,High,TIC: 122006.D,21.45,,0.176797716,0.008242318,27676,17,83.3,111.497,47.33,,LizardWash,7/15/12
6,18.52,,rBV,0.097,1313404,18.487,18.584,7,High,TIC: 122006.D,21.45,,0.190971027,0.008903078,27676,17,83.3,111.497,47.33,,LizardWash,7/15/12
7,18.66,,rBV,0.057,1640133,18.63,18.687,7,High,TIC: 122006.D,21.45,,0.238477942,0.011117853,27676,17,83.3,111.497,47.33,,LizardWash,7/15/12
8,18.72,,rVB,0.114,2488221,18.687,18.802,7,High,TIC: 122006.D,21.45,,0.361791284,0.016866727,27676,17,83.3,111.497,47.33,,LizardWash,7/15/12
9,18.95,,rBV,0.103,3527100,18.893,18.996,7,High,TIC: 122006.D,21.45,,0.512845939,0.023908902,27676,17,83.3,111.497,47.33,,LizardWash,7/15/12
1,14.05,,rBV,0.143,1588859,13.972,14.115,2,Control,TIC: 122009.D,40.04,,1.112700123,0.027789713,11628,13.5,83.306,111.497,47.33,,LizardWash,7/15/12
2,14.33,,rVB,0.2,1679895,14.252,14.453,2,Control,TIC: 122009.D,40.04,,1.176453904,0.029381966,11628,13.5,83.306,111.497,47.33,,LizardWash,7/15/12
3,15.25,,rVB,0.154,88250,15.202,15.357,2,Control,TIC: 122009.D,40.04,,0.061802706,0.001543524,11628,13.5,83.306,111.497,47.33,,LizardWash,7/15/12
4,17.35,,rBV,0.086,1427931,17.297,17.382,2,Control,TIC: 122009.D,40.04,Tetralin,1,0.024975025,11628,13.5,83.306,111.497,47.33,,LizardWash,7/15/12
5,18.52,,rBV,0.052,170815,18.487,18.538,2,Control,TIC: 122009.D,40.04,,0.119624127,0.002987616,11628,13.5,83.306,111.497,47.33,,LizardWash,7/15/12
6,18.65,,rBV,0.097,275108,18.59,18.687,2,Control,TIC: 122009.D,40.04,,0.19266197,0.004811738,11628,13.5,83.306,111.497,47.33,,LizardWash,7/15/12
7,18.72,,rVB,0.074,489820,18.687,18.761,2,Control,TIC: 122009.D,40.04,,0.343027779,0.008567127,11628,13.5,83.306,111.497,47.33,,LizardWash,7/15/12
8,18.95,,rBV,0.103,700263,18.893,18.996,2,Control,TIC: 122009.D,40.04,,0.490403948,0.012247851,11628,13.5,83.306,111.497,47.33,,LizardWash,7/15/12
9,19.24,,rVB,0.08,56788,19.219,19.299,2,Control,TIC: 122009.D,40.04,,0.039769429,0.000993242,11628,13.5,83.306,111.497,47.33,,LizardWash,7/15/12
10,20.26,,rBV,0.063,54713,20.226,20.289,2,Control,TIC: 122009.D,40.04,,0.038316277,0.00095695,11628,13.5,83.306,111.497,47.33,,LizardWash,7/15/12
11,20.36,,rVB,0.063,104825,20.329,20.392,2,Control,TIC: 122009.D,40.04,,0.07341041,0.001833427,11628,13.5,83.306,111.497,47.33,,LizardWash,7/15/12
12,22.3,,rBV,0.046,51863,22.286,22.332,2,Control,TIC: 122009.D,40.04,,0.036320382,0.000907102,11628,13.5,83.306,111.497,47.33,,LizardWash,7/15/12
13,22.85,,rBV,0.235,678428,22.778,23.013,2,Control,TIC: 122009.D,40.04,,0.475112593,0.011865949,11628,13.5,83.306,111.497,47.33,,LizardWash,7/15/12
14,23.23,,rBV,0.092,201566,23.19,23.282,2,Control,TIC: 122009.D,40.04,,0.141159482,0.003525462,11628,13.5,83.306,111.497,47.33,,LizardWash,7/15/12
